Against,Beneficiary,Date,Ref_Crew,Total_Count,Total_Yards,Off_Count,Off_Yards,Def_Count,Def_Yards,ST_Count,ST_Yards,Pre-Snap,Off_Pre-Snap,Def_Pre-Snap,ST_Pre-Snap,Declined,Offsetting,Week,Year
Arizona,St. Louis,11/25/2012,Tony Corrente,7,56,2,25,4,26,1,5,3,0,3,0,1,0,12,2012
St. Louis,Arizona,11/25/2012,Tony Corrente,10,84,4,30,4,39,2,15,5,2,2,1,2,0,12,2012
Green Bay,N.Y. Giants,11/25/2012,Terry McAulay,7,49,3,25,3,14,1,10,1,1,0,0,2,0,12,2012
N.Y. Giants,Green Bay,11/25/2012,Terry McAulay,4,24,2,15,2,9,0,0,2,1,1,0,1,0,12,2012
Carolina,Philadelphia,11/26/2012,Pete Morelli,6,101,1,10,3,71,2,20,1,0,1,0,1,0,12,2012
Philadelphia,Carolina,11/26/2012,Pete Morelli,5,30,1,5,3,15,1,10,3,1,2,0,3,0,12,2012
New Orleans,Atlanta,11/29/2012,Scott Green,5,30,4,25,0,0,1,5,3,3,0,0,0,0,13,2012
Atlanta,New Orleans,11/29/2012,Scott Green,5,25,2,15,3,10,0,0,3,1,2,0,0,0,13,2012
Seattle,Chicago,12/02/2012,Mike Carey,8,55,3,20,4,30,1,5,3,2,1,0,0,0,13,2012
Chicago,Seattle,12/02/2012,Mike Carey,5,45,3,20,1,15,1,10,2,2,0,0,1,0,13,2012
Minnesota,Green Bay,12/02/2012,Ed Hochuli,5,48,0,0,4,38,1,10,3,0,3,0,2,1,13,2012
Green Bay,Minnesota,12/02/2012,Ed Hochuli,10,78,6,50,2,20,2,8,3,2,1,0,1,1,13,2012
San Francisco,St. Louis,12/02/2012,Carl Cheffers,11,97,6,52,3,35,2,10,3,1,0,2,1,0,13,2012
St. Louis,San Francisco,12/02/2012,Carl Cheffers,7,60,4,30,1,15,2,15,2,2,0,0,1,0,13,2012
N.Y. Jets,Arizona,12/02/2012,Walt Anderson,3,20,1,5,1,5,1,10,1,1,0,0,0,0,13,2012
Arizona,N.Y. Jets,12/02/2012,Walt Anderson,4,30,0,0,4,30,0,0,2,0,2,0,1,0,13,2012
Carolina,Kansas City,12/02/2012,John Parry,7,45,1,5,5,35,1,5,5,1,3,1,0,0,13,2012
Kansas City,Carolina,12/02/2012,John Parry,1,5,1,5,0,0,0,0,1,1,0,0,0,0,13,2012
Indianapolis,Detroit,12/02/2012,Bill Vinovich,4,36,1,5,2,26,1,5,3,1,1,1,1,0,13,2012
Detroit,Indianapolis,12/02/2012,Bill Vinovich,8,61,2,15,6,46,0,0,4,1,3,0,2,0,13,2012
Buffalo,Jacksonville,12/02/2012,Pete Morelli,9,100,2,15,7,85,0,0,2,1,1,0,1,0,13,2012
Jacksonville,Buffalo,12/02/2012,Pete Morelli,8,74,4,40,1,9,3,25,3,1,0,2,0,0,13,2012
New England,Miami,12/02/2012,Ron Winter,6,50,3,26,2,19,1,5,2,0,1,1,0,0,13,2012
Miami,New England,12/02/2012,Ron Winter,8,92,3,25,4,52,1,15,1,1,0,0,1,0,13,2012
Tennessee,Houston,12/02/2012,Tony Corrente,4,35,3,25,0,0,1,10,1,1,0,0,2,0,13,2012
Houston,Tennessee,12/02/2012,Tony Corrente,11,97,4,35,5,37,2,25,2,1,1,0,1,0,13,2012
Tampa Bay,Denver,12/02/2012,Terry McAulay,11,80,3,30,8,50,0,0,4,0,4,0,1,0,13,2012
Denver,Tampa Bay,12/02/2012,Terry McAulay,8,75,3,30,5,45,0,0,2,0,2,0,0,0,13,2012
Baltimore,Pittsburgh,12/02/2012,Al Riveron,8,70,5,40,2,20,1,10,4,3,1,0,0,0,13,2012
Pittsburgh,Baltimore,12/02/2012,Al Riveron,4,50,1,5,2,35,1,10,1,1,0,0,0,0,13,2012
Oakland,Cleveland,12/02/2012,Bill Leavy,10,65,3,15,3,15,4,35,6,3,3,0,0,0,13,2012
Cleveland,Oakland,12/02/2012,Bill Leavy,2,25,1,10,0,0,1,15,0,0,0,0,0,0,13,2012
San Diego,Cincinnati,12/02/2012,Walt Coleman,8,55,4,25,4,30,0,0,5,3,2,0,2,0,13,2012
Cincinnati,San Diego,12/02/2012,Walt Coleman,8,55,4,30,3,15,1,10,4,2,2,0,0,0,13,2012
Philadelphia,Dallas,12/02/2012,Jeff Triplette,1,5,0,0,0,0,1,5,0,0,0,0,0,1,13,2012
Dallas,Philadelphia,12/02/2012,Jeff Triplette,7,60,3,25,2,20,2,15,3,1,1,1,1,1,13,2012
N.Y. Giants,Washington,12/03/2012,Jerome Boger,9,73,6,45,0,0,3,28,3,3,0,0,0,1,13,2012
Washington,N.Y. Giants,12/03/2012,Jerome Boger,4,56,2,20,2,36,0,0,0,0,0,0,1,1,13,2012
Oakland,Denver,12/06/2012,Clete Blakeman,11,94,5,40,6,54,0,0,3,2,1,0,2,0,14,2012
Denver,Oakland,12/06/2012,Clete Blakeman,3,25,1,10,1,5,1,10,0,0,0,0,1,0,14,2012
Washington,Baltimore,12/09/2012,John Parry,8,70,5,45,3,25,0,0,3,1,2,0,0,0,14,2012
Baltimore,Washington,12/09/2012,John Parry,8,56,4,27,3,19,1,10,3,2,1,0,0,0,14,2012
Cleveland,Kansas City,12/09/2012,Walt Anderson,7,55,5,35,2,20,0,0,4,3,1,0,0,0,14,2012
Kansas City,Cleveland,12/09/2012,Walt Anderson,5,35,3,15,1,15,1,5,4,3,0,1,0,0,14,2012
Pittsburgh,San Diego,12/09/2012,Scott Green,8,52,4,28,2,10,2,14,3,1,2,0,1,0,14,2012
San Diego,Pittsburgh,12/09/2012,Scott Green,6,51,3,24,1,7,2,20,3,2,0,1,0,0,14,2012
Tennessee,Indianapolis,12/09/2012,Pete Morelli,9,70,6,45,3,25,0,0,5,3,2,0,1,0,14,2012
Indianapolis,Tennessee,12/09/2012,Pete Morelli,6,43,1,5,3,20,2,18,1,1,0,0,1,0,14,2012
Jacksonville,N.Y. Jets,12/09/2012,Al Riveron,7,54,3,20,2,19,2,15,2,1,0,1,0,0,14,2012
N.Y. Jets,Jacksonville,12/09/2012,Al Riveron,1,15,0,0,1,15,0,0,0,0,0,0,0,0,14,2012
Minnesota,Chicago,12/09/2012,Walt Coleman,7,54,3,15,3,29,1,10,4,3,1,0,1,1,14,2012
Chicago,Minnesota,12/09/2012,Walt Coleman,10,80,5,35,3,25,2,20,4,3,1,0,1,1,14,2012
Carolina,Atlanta,12/09/2012,Ed Hochuli,3,10,2,10,1,0,0,0,2,2,0,0,0,0,14,2012
Atlanta,Carolina,12/09/2012,Ed Hochuli,3,15,2,10,1,5,0,0,2,2,0,0,0,0,14,2012
Tampa Bay,Philadelphia,12/09/2012,Ron Winter,8,60,4,30,2,10,2,20,4,2,1,1,2,1,14,2012
Philadelphia,Tampa Bay,12/09/2012,Ron Winter,2,13,0,0,1,8,1,5,1,0,0,1,0,1,14,2012
St. Louis,Buffalo,12/09/2012,Gene Steratore,2,17,0,0,1,15,1,2,0,0,0,0,1,0,14,2012
Buffalo,St. Louis,12/09/2012,Gene Steratore,2,15,0,0,2,15,0,0,0,0,0,0,1,0,14,2012
Dallas,Cincinnati,12/09/2012,Bill Vinovich,6,49,2,15,4,34,0,0,3,1,2,0,1,0,14,2012
Cincinnati,Dallas,12/09/2012,Bill Vinovich,8,70,5,35,2,30,1,5,2,2,0,0,1,0,14,2012
San Francisco,Miami,12/09/2012,Mike Carey,6,45,2,15,4,30,0,0,2,1,1,0,1,0,14,2012
Miami,San Francisco,12/09/2012,Mike Carey,5,43,3,20,2,23,0,0,2,2,0,0,0,0,14,2012
N.Y. Giants,New Orleans,12/09/2012,Jeff Triplette,6,55,5,40,1,15,0,0,2,2,0,0,0,1,14,2012
New Orleans,N.Y. Giants,12/09/2012,Jeff Triplette,10,81,5,54,3,17,2,10,1,1,0,0,1,1,14,2012
Arizona,Seattle,12/09/2012,Carl Cheffers,9,79,4,29,3,35,2,15,4,2,1,1,0,1,14,2012
Seattle,Arizona,12/09/2012,Carl Cheffers,10,97,6,62,3,25,1,10,2,1,1,0,1,1,14,2012
Green Bay,Detroit,12/09/2012,Tony Corrente,7,50,2,15,5,35,0,0,3,1,2,0,0,0,14,2012
Detroit,Green Bay,12/09/2012,Tony Corrente,5,55,3,30,1,15,1,10,1,1,0,0,1,0,14,2012
Houston,New England,12/10/2012,Terry McAulay,7,70,2,15,3,36,2,19,1,1,0,0,0,1,14,2012
New England,Houston,12/10/2012,Terry McAulay,6,56,2,20,4,36,0,0,2,0,2,0,2,1,14,2012
Philadelphia,Cincinnati,12/13/2012,Carl Cheffers,9,76,5,40,1,5,3,31,3,2,1,0,1,0,15,2012
Cincinnati,Philadelphia,12/13/2012,Carl Cheffers,11,94,6,50,4,29,1,15,3,2,1,0,4,0,15,2012
Chicago,Green Bay,12/16/2012,Walt Anderson,10,91,5,45,2,31,3,15,4,1,0,3,2,0,15,2012
Green Bay,Chicago,12/16/2012,Walt Anderson,8,104,3,16,3,73,2,15,3,2,0,1,2,0,15,2012
N.Y. Giants,Atlanta,12/16/2012,Bill Leavy,2,25,1,15,0,0,1,10,0,0,0,0,3,1,15,2012
Atlanta,N.Y. Giants,12/16/2012,Bill Leavy,3,30,2,15,1,15,0,0,1,1,0,0,0,1,15,2012
New Orleans,Tampa Bay,12/16/2012,Mike Carey,6,55,4,35,0,0,2,20,1,1,0,0,0,0,15,2012
Tampa Bay,New Orleans,12/16/2012,Mike Carey,7,84,4,34,3,50,0,0,2,1,1,0,1,0,15,2012
St. Louis,Minnesota,12/16/2012,Al Riveron,8,47,5,30,2,7,1,10,5,4,1,0,1,1,15,2012
Minnesota,St. Louis,12/16/2012,Al Riveron,3,49,1,15,2,34,0,0,0,0,0,0,1,1,15,2012
Washington,Cleveland,12/16/2012,Bill Vinovich,6,45,5,40,1,5,0,0,4,3,1,0,1,0,15,2012
Cleveland,Washington,12/16/2012,Bill Vinovich,5,30,3,15,1,5,1,10,3,3,0,0,0,0,15,2012
Jacksonville,Miami,12/16/2012,John Parry,10,88,4,35,6,53,0,0,2,1,1,0,2,0,15,2012
Miami,Jacksonville,12/16/2012,John Parry,5,41,2,10,2,21,1,10,3,2,1,0,0,0,15,2012
Denver,Baltimore,12/16/2012,Pete Morelli,7,51,2,15,3,26,2,10,4,1,1,2,0,0,15,2012
Baltimore,Denver,12/16/2012,Pete Morelli,6,61,3,35,1,15,2,11,1,0,0,1,0,0,15,2012
Indianapolis,Houston,12/16/2012,Jeff Triplette,8,79,1,11,3,33,4,35,1,0,1,0,4,1,15,2012
Houston,Indianapolis,12/16/2012,Jeff Triplette,9,69,2,15,5,35,2,19,2,1,1,0,1,1,15,2012
Arizona,Detroit,12/16/2012,Jerome Boger,6,50,3,20,1,5,2,25,2,2,0,0,2,0,15,2012
Detroit,Arizona,12/16/2012,Jerome Boger,7,63,5,25,2,38,0,0,4,4,0,0,0,0,15,2012
San Diego,Carolina,12/16/2012,Terry McAulay,9,70,4,25,4,30,1,15,4,3,1,0,1,0,15,2012
Carolina,San Diego,12/16/2012,Terry McAulay,6,48,1,10,3,24,2,14,2,0,2,0,1,0,15,2012
Buffalo,Seattle,12/16/2012,Scott Green,4,20,4,20,0,0,0,0,4,4,0,0,0,0,15,2012
Seattle,Buffalo,12/16/2012,Scott Green,4,32,3,25,0,0,1,7,1,1,0,0,1,0,15,2012
Dallas,Pittsburgh,12/16/2012,Clete Blakeman,8,61,6,45,2,16,0,0,4,3,1,0,0,0,15,2012
Kansas City,Oakland,12/16/2012,Tony Corrente,7,60,3,25,2,20,2,15,1,1,0,0,1,0,15,2012
Oakland,Kansas City,12/16/2012,Tony Corrente,5,62,3,20,2,42,0,0,2,2,0,0,1,0,15,2012
New England,San Francisco,12/16/2012,Ed Hochuli,8,73,3,13,2,40,3,20,3,2,1,0,1,0,15,2012
San Francisco,New England,12/16/2012,Ed Hochuli,6,88,2,20,3,58,1,10,1,0,1,0,1,0,15,2012
Tennessee,N.Y. Jets,12/17/2012,Walt Coleman,14,111,3,28,8,60,3,23,3,0,3,0,1,0,15,2012
N.Y. Jets,Tennessee,12/17/2012,Walt Coleman,4,23,4,23,0,0,0,0,3,3,0,0,1,0,15,2012
Atlanta,Detroit,12/22/2012,Gene Steratore,3,20,1,10,2,10,0,0,2,0,2,0,1,0,16,2012
Detroit,Atlanta,12/22/2012,Gene Steratore,2,20,1,15,1,5,0,0,1,0,1,0,3,0,16,2012
Tennessee,Green Bay,12/23/2012,Clete Blakeman,5,35,2,16,2,14,1,5,2,1,1,0,4,0,16,2012
Green Bay,Tennessee,12/23/2012,Clete Blakeman,1,10,1,10,0,0,0,0,0,0,0,0,0,0,16,2012
Carolina,Oakland,12/23/2012,Jerome Boger,10,97,7,58,3,39,0,0,3,3,0,0,1,1,16,2012
Oakland,Carolina,12/23/2012,Jerome Boger,6,70,3,25,3,45,0,0,1,1,0,0,3,1,16,2012
Buffalo,Miami,12/23/2012,Walt Anderson,11,93,7,50,3,29,1,14,6,5,1,0,0,0,16,2012
Miami,Buffalo,12/23/2012,Walt Anderson,3,25,0,0,3,25,0,0,2,0,2,0,0,0,16,2012
Pittsburgh,Cincinnati,12/23/2012,Mike Carey,5,63,2,14,3,49,0,0,2,1,1,0,1,0,16,2012
Cincinnati,Pittsburgh,12/23/2012,Mike Carey,7,55,2,20,2,10,3,25,2,1,1,0,1,0,16,2012
Jacksonville,New England,12/23/2012,Jeff Triplette,5,47,3,24,2,23,0,0,1,1,0,0,1,0,16,2012
New England,Jacksonville,12/23/2012,Jeff Triplette,4,39,1,5,3,34,0,0,1,1,0,0,1,0,16,2012
Kansas City,Indianapolis,12/23/2012,Ron Winter,9,75,6,45,2,20,1,10,4,3,1,0,0,0,16,2012
Indianapolis,Kansas City,12/23/2012,Ron Winter,4,48,0,0,4,48,0,0,1,0,1,0,0,0,16,2012
Dallas,New Orleans,12/23/2012,Walt Coleman,5,32,2,15,3,17,0,0,2,1,1,0,1,0,16,2012
New Orleans,Dallas,12/23/2012,Walt Coleman,6,42,5,33,0,0,1,9,3,3,0,0,2,0,16,2012
Washington,Philadelphia,12/23/2012,Ed Hochuli,3,24,1,5,0,0,2,19,1,1,0,0,1,1,16,2012
Philadelphia,Washington,12/23/2012,Ed Hochuli,4,30,3,20,0,0,1,10,1,1,0,0,0,1,16,2012
St. Louis,Tampa Bay,12/23/2012,Scott Green,9,64,1,3,5,35,3,26,4,0,3,1,0,0,16,2012
Tampa Bay,St. Louis,12/23/2012,Scott Green,1,5,1,5,0,0,0,0,1,1,0,0,0,0,16,2012
Baltimore,N.Y. Giants,12/23/2012,Carl Cheffers,9,92,5,52,2,20,2,20,2,1,1,0,0,0,16,2012
N.Y. Giants,Baltimore,12/23/2012,Carl Cheffers,6,52,3,25,3,27,0,0,3,1,2,0,1,0,16,2012
Minnesota,Houston,12/23/2012,John Parry,5,52,3,25,2,27,0,0,2,2,0,0,0,0,16,2012
Houston,Minnesota,12/23/2012,John Parry,9,60,3,20,3,25,3,15,3,2,0,1,1,0,16,2012
Cleveland,Denver,12/23/2012,Al Riveron,10,69,4,20,5,39,1,10,6,4,2,0,3,1,16,2012
Denver,Cleveland,12/23/2012,Al Riveron,11,84,8,45,3,39,0,0,7,6,1,0,0,1,16,2012
Arizona,Chicago,12/23/2012,Terry McAulay,4,25,3,20,1,5,0,0,1,1,0,0,0,0,16,2012
Chicago,Arizona,12/23/2012,Terry McAulay,2,12,0,0,1,10,1,2,0,0,0,0,2,0,16,2012
San Francisco,Seattle,12/23/2012,Bill Vinovich,6,58,3,25,2,18,1,15,2,2,0,0,2,0,16,2012
Seattle,San Francisco,12/23/2012,Bill Vinovich,4,45,2,20,2,25,0,0,0,0,0,0,0,0,16,2012
San Diego,N.Y. Jets,12/23/2012,Pete Morelli,5,53,2,20,1,22,2,11,1,0,0,1,0,0,16,2012
N.Y. Jets,San Diego,12/23/2012,Pete Morelli,6,40,1,5,4,30,1,5,2,1,1,0,0,0,16,2012
Buffalo,N.Y. Jets,12/30/2012,Terry McAulay,4,24,1,10,2,9,1,5,1,0,1,0,0,0,17,2012
N.Y. Jets,Buffalo,12/30/2012,Terry McAulay,4,45,2,25,2,20,0,0,1,0,1,0,3,0,17,2012
Miami,New England,12/30/2012,Jerome Boger,3,23,1,10,1,5,1,8,0,0,0,0,0,0,17,2012
New England,Miami,12/30/2012,Jerome Boger,6,48,4,25,1,15,1,8,3,3,0,0,0,0,17,2012
Cincinnati,Baltimore,12/30/2012,Ron Winter,4,40,1,5,2,30,1,5,2,1,0,1,0,0,17,2012
Baltimore,Cincinnati,12/30/2012,Ron Winter,10,102,8,66,2,36,0,0,4,4,0,0,0,0,17,2012
Cleveland,Pittsburgh,12/30/2012,Walt Coleman,9,79,4,25,3,29,2,25,4,3,1,0,1,0,17,2012
Pittsburgh,Cleveland,12/30/2012,Walt Coleman,3,58,1,8,2,50,0,0,0,0,0,0,0,0,17,2012
Houston,Indianapolis,12/30/2012,Clete Blakeman,9,64,2,10,6,44,1,10,6,2,4,0,3,0,17,2012
Indianapolis,Houston,12/30/2012,Clete Blakeman,3,24,1,10,2,14,0,0,0,0,0,0,0,0,17,2012
Jacksonville,Tennessee,12/30/2012,Bill Vinovich,7,35,3,14,3,15,1,6,5,3,2,0,0,0,17,2012
Tennessee,Jacksonville,12/30/2012,Bill Vinovich,5,43,2,15,3,28,0,0,0,0,0,0,3,0,17,2012
Philadelphia,N.Y. Giants,12/30/2012,Tony Corrente,6,52,1,10,5,42,0,0,0,0,0,0,1,1,17,2012
N.Y. Giants,Philadelphia,12/30/2012,Tony Corrente,1,5,0,0,1,5,0,0,0,0,0,0,0,1,17,2012
Dallas,Washington,12/30/2012,Walt Anderson,1,6,0,0,1,6,0,0,0,0,0,0,1,0,17,2012
Washington,Dallas,12/30/2012,Walt Anderson,2,20,1,5,0,0,1,15,1,1,0,0,1,0,17,2012
Chicago,Detroit,12/30/2012,Bill Leavy,3,35,1,5,2,30,0,0,1,1,0,0,0,0,17,2012
Detroit,Chicago,12/30/2012,Bill Leavy,4,29,2,11,1,3,1,15,1,1,0,0,1,0,17,2012
Green Bay,Minnesota,12/30/2012,Mike Carey,7,43,5,35,2,8,0,0,4,4,0,0,0,0,17,2012
Minnesota,Green Bay,12/30/2012,Mike Carey,10,98,4,35,3,33,3,30,3,2,0,1,1,0,17,2012
Atlanta,Tampa Bay,12/30/2012,Carl Cheffers,2,15,1,10,1,5,0,0,1,0,1,0,0,0,17,2012
Tampa Bay,Atlanta,12/30/2012,Carl Cheffers,2,15,1,10,1,5,0,0,0,0,0,0,2,0,17,2012
Carolina,New Orleans,12/30/2012,Al Riveron,4,36,2,16,1,15,1,5,1,1,0,0,3,0,17,2012
New Orleans,Carolina,12/30/2012,Al Riveron,5,55,0,0,3,25,2,30,0,0,0,0,1,0,17,2012
Denver,Kansas City,12/30/2012,Ed Hochuli,5,30,2,10,2,10,1,10,4,2,2,0,1,0,17,2012
Kansas City,Denver,12/30/2012,Ed Hochuli,5,32,0,0,3,17,2,15,3,0,2,1,0,0,17,2012
Oakland,San Diego,12/30/2012,John Parry,9,67,4,29,4,28,1,10,5,2,3,0,0,1,17,2012
San Diego,Oakland,12/30/2012,John Parry,8,60,3,15,3,25,2,20,4,3,1,0,0,1,17,2012
Arizona,San Francisco,12/30/2012,Pete Morelli,5,34,3,20,1,9,1,5,2,2,0,0,0,0,17,2012
San Francisco,Arizona,12/30/2012,Pete Morelli,3,25,2,10,1,15,0,0,2,2,0,0,0,0,17,2012
St. Louis,Seattle,12/30/2012,Jeff Triplette,14,98,5,34,5,24,4,40,8,3,4,1,1,0,17,2012
Seattle,St. Louis,12/30/2012,Jeff Triplette,10,80,5,35,3,35,2,10,4,3,1,0,3,0,17,2012
Houston,Cincinnati,01/05/2013,Al Riveron,7,55,2,20,2,20,3,15,2,0,1,1,0,0,wildcard-weekend,2012
Cincinnati,Houston,01/05/2013,Al Riveron,5,51,1,5,3,31,1,15,1,1,0,0,1,0,wildcard-weekend,2012
Minnesota,Green Bay,01/05/2013,Scott Green,4,30,1,10,1,5,2,15,2,0,1,1,0,0,wildcard-weekend,2012
Green Bay,Minnesota,01/05/2013,Scott Green,2,10,0,0,1,5,1,5,2,0,1,1,0,0,wildcard-weekend,2012
Indianapolis,Baltimore,01/06/2013,Mike Carey,5,37,4,31,1,6,0,0,3,3,0,0,1,0,wildcard-weekend,2012
Baltimore,Indianapolis,01/06/2013,Mike Carey,9,70,2,15,5,45,2,10,3,1,2,0,0,0,wildcard-weekend,2012
Seattle,Washington,01/06/2013,Pete Morelli,4,30,1,5,3,25,0,0,2,1,1,0,1,0,wildcard-weekend,2012
Washington,Seattle,01/06/2013,Pete Morelli,3,15,0,0,2,10,1,5,1,0,1,0,0,0,wildcard-weekend,2012
Denver,Baltimore,01/12/2013,Bill Vinovich,10,87,4,34,6,53,0,0,4,0,4,0,0,0,divisional-playoffs,2012
Baltimore,Denver,01/12/2013,Bill Vinovich,8,58,2,8,6,50,0,0,2,2,0,0,1,0,divisional-playoffs,2012
Green Bay,San Francisco,01/12/2013,Jerome Boger,5,26,1,5,3,15,1,6,2,1,1,0,0,0,divisional-playoffs,2012
San Francisco,Green Bay,01/12/2013,Jerome Boger,8,86,3,30,4,46,1,10,2,1,1,0,0,0,divisional-playoffs,2012
New England,Houston,01/13/2013,Tony Corrente,5,56,2,25,2,16,1,15,1,0,1,0,0,0,divisional-playoffs,2012
Houston,New England,01/13/2013,Tony Corrente,3,20,2,15,1,5,0,0,1,1,0,0,0,0,divisional-playoffs,2012
Seattle,Atlanta,01/13/2013,Walt Anderson,6,35,1,5,2,20,3,10,4,1,0,3,2,0,divisional-playoffs,2012
Atlanta,Seattle,01/13/2013,Walt Anderson,3,11,2,10,1,1,0,0,3,2,1,0,1,0,divisional-playoffs,2012
New England,Baltimore,01/20/2013,Bill Leavy,4,40,1,10,2,20,1,10,1,0,1,0,1,0,conference-championship,2012
Baltimore,New England,01/20/2013,Bill Leavy,5,60,1,5,3,45,1,10,1,1,0,0,0,0,conference-championship,2012
San Francisco,Atlanta,01/20/2013,Terry McAulay,4,24,3,19,1,5,0,0,2,2,0,0,0,0,conference-championship,2012
Atlanta,San Francisco,01/20/2013,Terry McAulay,2,30,0,0,2,30,0,0,0,0,0,0,0,0,conference-championship,2012
San Francisco,Baltimore,02/03/2013,Jerome Boger,5,33,1,5,4,28,0,0,3,1,2,0,1,1,super-bowl,2012
Baltimore,San Francisco,02/03/2013,Jerome Boger,2,20,0,0,1,15,1,5,0,0,0,0,0,1,super-bowl,2012
Baltimore,Denver,09/05/2013,Walt Coleman,7,53,3,20,2,10,2,23,2,2,0,0,4,0,1,2013
Denver,Baltimore,09/05/2013,Walt Coleman,8,61,5,35,3,26,0,0,3,3,0,0,2,0,1,2013
Buffalo,New England,09/08/2013,Walt Anderson,10,75,4,35,4,20,2,20,6,1,4,1,3,0,1,2013
New England,Buffalo,09/08/2013,Walt Anderson,4,36,2,6,2,30,0,0,2,2,0,0,0,0,1,2013
Seattle,Carolina,09/08/2013,Jeff Triplette,9,109,5,51,3,43,1,15,2,2,0,0,1,0,1,2013
Carolina,Seattle,09/08/2013,Jeff Triplette,4,46,1,10,1,15,2,21,0,0,0,0,1,0,1,2013
Cincinnati,Chicago,09/08/2013,Carl Cheffers,8,84,3,24,1,15,4,45,2,1,0,1,0,0,1,2013
Chicago,Cincinnati,09/08/2013,Carl Cheffers,4,59,3,25,1,34,0,0,0,0,0,0,0,0,1,2013
Cleveland,Miami,09/08/2013,Mike Carey,9,57,6,43,2,9,1,5,4,3,1,0,0,0,1,2013
Miami,Cleveland,09/08/2013,Mike Carey,10,77,3,20,5,42,2,15,5,2,2,1,1,0,1,2013
Minnesota,Detroit,09/08/2013,John Parry,5,52,0,0,3,32,2,20,1,0,1,0,0,0,1,2013
Detroit,Minnesota,09/08/2013,John Parry,11,88,4,30,5,45,2,13,5,2,2,1,1,0,1,2013
Indianapolis,Oakland,09/08/2013,Bill Vinovich,3,31,1,15,2,16,0,0,0,0,0,0,0,0,1,2013
Oakland,Indianapolis,09/08/2013,Bill Vinovich,8,51,4,20,4,31,0,0,6,4,2,0,2,0,1,2013
Jacksonville,Kansas City,09/08/2013,Pete Morelli,5,30,4,25,0,0,1,5,4,3,0,1,0,0,1,2013
Kansas City,Jacksonville,09/08/2013,Pete Morelli,3,20,2,10,0,0,1,10,2,2,0,0,0,0,1,2013
Tampa Bay,N.Y. Jets,09/08/2013,Ed Hochuli,13,102,6,35,5,55,2,12,5,5,0,0,2,0,1,2013
N.Y. Jets,Tampa Bay,09/08/2013,Ed Hochuli,6,45,3,20,3,25,0,0,4,2,2,0,1,0,1,2013
New Orleans,Atlanta,09/08/2013,Gene Steratore,6,57,3,30,1,7,2,20,0,0,0,0,0,0,1,2013
Atlanta,New Orleans,09/08/2013,Gene Steratore,2,19,2,19,0,0,0,0,0,0,0,0,0,0,1,2013
Tennessee,Pittsburgh,09/08/2013,Jerome Boger,6,60,5,45,1,15,0,0,2,2,0,0,1,0,1,2013
Pittsburgh,Tennessee,09/08/2013,Jerome Boger,4,47,0,0,2,29,2,18,1,0,1,0,0,0,1,2013
St. Louis,Arizona,09/08/2013,Clete Blakeman,7,59,3,18,2,28,2,13,1,1,0,0,1,0,1,2013
Arizona,St. Louis,09/08/2013,Clete Blakeman,6,68,1,10,5,58,0,0,4,0,4,0,1,0,1,2013
San Francisco,Green Bay,09/08/2013,Bill Leavy,11,85,5,25,4,40,2,20,8,5,2,1,1,0,1,2013
Green Bay,San Francisco,09/08/2013,Bill Leavy,5,44,3,30,0,0,2,14,0,0,0,0,0,0,1,2013
Dallas,N.Y. Giants,09/08/2013,Tony Corrente,5,40,5,40,0,0,0,0,2,2,0,0,1,0,1,2013
N.Y. Giants,Dallas,09/08/2013,Tony Corrente,6,52,2,10,2,22,2,20,2,2,0,0,1,0,1,2013
Washington,Philadelphia,09/09/2013,Ron Winter,10,75,7,50,1,15,2,10,4,4,0,0,0,1,1,2013
Philadelphia,Washington,09/09/2013,Ron Winter,8,65,7,60,0,0,1,5,4,3,0,1,3,1,1,2013
Houston,San Diego,09/09/2013,Scott Green,7,73,6,52,1,21,0,0,3,3,0,0,1,0,1,2013
San Diego,Houston,09/09/2013,Scott Green,7,55,4,35,2,10,1,10,3,2,1,0,1,0,1,2013
N.Y. Jets,New England,09/12/2013,Carl Cheffers,8,66,6,40,1,16,1,10,3,3,0,0,1,0,2,2013
New England,N.Y. Jets,09/12/2013,Carl Cheffers,3,30,2,15,1,15,0,0,1,1,0,0,1,0,2,2013
St. Louis,Atlanta,09/15/2013,Scott Green,7,53,2,15,1,5,4,33,2,1,1,0,0,0,2,2013
Atlanta,St. Louis,09/15/2013,Scott Green,7,53,4,30,2,13,1,10,2,2,0,0,0,0,2,2013
Cleveland,Baltimore,09/15/2013,Bill Vinovich,5,33,3,15,1,15,1,3,3,3,0,0,1,0,2,2013
Baltimore,Cleveland,09/15/2013,Bill Vinovich,3,41,1,10,1,21,1,10,0,0,0,0,0,0,2,2013
Buffalo,Carolina,09/15/2013,Walt Coleman,7,55,2,15,3,29,2,11,2,1,0,1,1,0,2,2013
Carolina,Buffalo,09/15/2013,Walt Coleman,3,30,0,0,3,30,0,0,0,0,0,0,0,0,2,2013
Chicago,Minnesota,09/15/2013,Ed Hochuli,4,35,1,10,1,15,2,10,2,0,0,2,2,0,2,2013
Minnesota,Chicago,09/15/2013,Ed Hochuli,3,25,1,5,1,15,1,5,1,1,0,0,0,0,2,2013
Washington,Green Bay,09/15/2013,Tony Corrente,7,78,2,29,1,5,4,44,1,0,1,0,2,0,2,2013
Green Bay,Washington,09/15/2013,Tony Corrente,4,40,3,25,0,0,1,15,1,1,0,0,1,0,2,2013
