Against,Beneficiary,Date,Ref_Crew,Total_Count,Total_Yards,Off_Count,Off_Yards,Def_Count,Def_Yards,ST_Count,ST_Yards,Pre-Snap,Off_Pre-Snap,Def_Pre-Snap,ST_Pre-Snap,Declined,Offsetting,Week,Year
Baltimore,Miami,12/06/2015,John Parry,5,36,2,20,0,0,2,15,1,0,0,1,1,0,13,2015
Miami,Baltimore,12/06/2015,John Parry,5,31,2,11,2,10,1,10,3,1,2,0,1,0,13,2015
Cincinnati,Cleveland,12/06/2015,Jeff Triplette,5,55,2,10,3,45,0,0,2,2,0,0,1,0,13,2015
Cleveland,Cincinnati,12/06/2015,Jeff Triplette,7,84,4,49,3,35,0,0,0,0,0,0,0,0,13,2015
Tennessee,Jacksonville,12/06/2015,Gene Steratore,4,38,2,20,0,0,2,18,1,1,0,0,0,0,13,2015
Jacksonville,Tennessee,12/06/2015,Gene Steratore,6,21,0,0,6,21,0,0,3,0,3,0,0,0,13,2015
Chicago,San Francisco,12/06/2015,Jerome Boger,8,72,6,47,0,0,2,25,2,2,0,0,1,0,13,2015
San Francisco,Chicago,12/06/2015,Jerome Boger,6,50,3,20,1,5,2,25,3,2,1,0,0,0,13,2015
Seattle,Minnesota,12/06/2015,Terry McAulay,9,65,5,30,1,5,3,30,4,4,0,0,1,0,13,2015
Minnesota,Seattle,12/06/2015,Terry McAulay,9,95,5,55,3,30,1,10,0,0,0,0,1,0,13,2015
New Orleans,Carolina,12/06/2015,Brad Allen,11,104,3,30,7,64,1,10,2,1,1,0,0,0,13,2015
Carolina,New Orleans,12/06/2015,Brad Allen,8,87,3,25,4,52,1,10,3,1,2,0,0,0,13,2015
Tampa Bay,Atlanta,12/06/2015,Ed Hochuli,8,53,6,40,1,5,1,8,4,4,0,0,0,0,13,2015
Atlanta,Tampa Bay,12/06/2015,Ed Hochuli,7,58,2,20,4,33,1,5,1,0,0,1,0,0,13,2015
Arizona,St. Louis,12/06/2015,Bill Vinovich,3,25,3,25,0,0,0,0,1,1,0,0,0,0,13,2015
St. Louis,Arizona,12/06/2015,Bill Vinovich,7,104,2,10,3,74,2,20,2,2,0,0,1,0,13,2015
Kansas City,Oakland,12/06/2015,Craig Wrolstad,11,88,3,15,5,49,3,24,3,3,0,0,0,0,13,2015
Oakland,Kansas City,12/06/2015,Craig Wrolstad,4,21,0,0,3,11,1,10,1,0,1,0,0,0,13,2015
San Diego,Denver,12/06/2015,Walt Coleman,8,72,6,51,2,21,0,0,2,2,0,0,2,0,13,2015
Denver,San Diego,12/06/2015,Walt Coleman,3,18,1,8,2,10,0,0,1,0,1,0,0,0,13,2015
Philadelphia,New England,12/06/2015,Ron Torbert,8,97,4,35,2,47,2,15,4,2,1,1,3,0,13,2015
New England,Philadelphia,12/06/2015,Ron Torbert,3,30,1,10,1,11,1,9,0,0,0,0,2,0,13,2015
Pittsburgh,Indianapolis,12/06/2015,Pete Morelli,4,48,2,18,0,0,2,30,1,1,0,0,1,0,13,2015
Indianapolis,Pittsburgh,12/06/2015,Pete Morelli,5,30,3,20,2,10,0,0,2,2,0,0,0,0,13,2015
Dallas,Washington,12/07/2015,Walt Anderson,8,70,2,15,2,20,4,35,3,1,0,2,1,0,13,2015
Washington,Dallas,12/07/2015,Walt Anderson,9,74,4,41,3,23,2,10,1,0,1,0,1,0,13,2015
Minnesota,Arizona,12/10/2015,Gene Steratore,3,25,1,10,1,5,1,10,1,0,1,0,2,0,14,2015
Arizona,Minnesota,12/10/2015,Gene Steratore,4,30,0,0,4,30,0,0,2,0,2,0,3,0,14,2015
Buffalo,Philadelphia,12/13/2015,Ed Hochuli,15,101,10,67,5,34,0,0,9,5,4,0,1,1,14,2015
Philadelphia,Buffalo,12/13/2015,Ed Hochuli,5,55,3,30,0,0,2,25,0,0,0,0,0,1,14,2015
Tennessee,N.Y. Jets,12/13/2015,Jerome Boger,3,20,2,15,1,5,0,0,2,1,1,0,2,1,14,2015
N.Y. Jets,Tennessee,12/13/2015,Jerome Boger,3,20,1,10,2,10,0,0,0,0,0,0,0,1,14,2015
Cincinnati,Pittsburgh,12/13/2015,John Parry,4,27,1,10,2,7,1,10,0,0,0,0,1,1,14,2015
Pittsburgh,Cincinnati,12/13/2015,John Parry,5,82,1,15,4,67,0,0,0,0,0,0,0,1,14,2015
New England,Houston,12/13/2015,Jeff Triplette,6,46,4,31,1,5,1,10,2,2,0,0,0,0,14,2015
Houston,New England,12/13/2015,Jeff Triplette,4,36,2,16,2,20,0,0,2,1,1,0,1,0,14,2015
Jacksonville,Indianapolis,12/13/2015,Carl Cheffers,5,40,3,20,2,20,0,0,3,2,1,0,1,1,14,2015
Indianapolis,Jacksonville,12/13/2015,Carl Cheffers,8,85,3,24,3,41,2,20,1,1,0,0,2,1,14,2015
Kansas City,San Diego,12/13/2015,Pete Morelli,8,53,5,40,2,5,1,8,4,2,2,0,0,1,14,2015
San Diego,Kansas City,12/13/2015,Pete Morelli,7,48,3,20,3,25,1,3,3,2,1,0,1,1,14,2015
Chicago,Washington,12/13/2015,Ron Torbert,7,79,5,40,1,32,1,7,2,2,0,0,0,0,14,2015
Washington,Chicago,12/13/2015,Ron Torbert,8,63,4,29,2,20,2,14,3,2,1,0,1,0,14,2015
Carolina,Atlanta,12/13/2015,Tony Corrente,6,60,3,25,3,35,0,0,2,1,1,0,2,1,14,2015
Atlanta,Carolina,12/13/2015,Tony Corrente,6,54,3,26,1,3,2,25,2,2,0,0,3,1,14,2015
Tampa Bay,New Orleans,12/13/2015,Clete Blakeman,8,80,3,35,3,25,2,20,0,0,0,0,0,0,14,2015
New Orleans,Tampa Bay,12/13/2015,Clete Blakeman,12,95,7,40,5,55,0,0,6,6,0,0,0,0,14,2015
St. Louis,Detroit,12/13/2015,Walt Anderson,5,48,2,19,1,5,2,24,2,1,1,0,2,0,14,2015
Detroit,St. Louis,12/13/2015,Walt Anderson,5,45,2,25,2,10,1,10,1,0,1,0,3,0,14,2015
Cleveland,San Francisco,12/13/2015,John Hussey,8,71,4,25,3,37,1,9,3,3,0,0,1,0,14,2015
San Francisco,Cleveland,12/13/2015,John Hussey,5,40,1,5,4,35,0,0,1,1,0,0,1,0,14,2015
Oakland,Denver,12/13/2015,Bill Vinovich,10,70,6,36,3,24,1,10,5,5,0,0,0,0,14,2015
Denver,Oakland,12/13/2015,Bill Vinovich,4,27,1,7,1,5,2,15,0,0,0,0,0,0,14,2015
Green Bay,Dallas,12/13/2015,Brad Allen,8,69,5,45,1,5,2,19,1,1,0,0,1,0,14,2015
Dallas,Green Bay,12/13/2015,Brad Allen,6,30,2,10,4,20,0,0,4,2,2,0,1,0,14,2015
Seattle,Baltimore,12/13/2015,Walt Coleman,6,42,2,15,3,22,1,5,3,1,1,1,2,0,14,2015
Baltimore,Seattle,12/13/2015,Walt Coleman,9,94,5,36,3,43,1,15,2,2,0,0,1,0,14,2015
N.Y. Giants,Miami,12/14/2015,Craig Wrolstad,3,25,1,5,1,5,1,15,1,0,1,0,0,0,14,2015
Miami,N.Y. Giants,12/14/2015,Craig Wrolstad,12,123,6,50,5,63,1,10,4,3,1,0,0,0,14,2015
St. Louis,Tampa Bay,12/17/2015,Jerome Boger,5,35,2,10,3,25,0,0,4,2,2,0,1,0,15,2015
Tampa Bay,St. Louis,12/17/2015,Jerome Boger,9,56,6,37,2,17,1,2,5,4,1,0,2,0,15,2015
Dallas,N.Y. Jets,12/19/2015,Craig Wrolstad,6,54,3,25,1,19,2,10,2,1,0,1,2,0,15,2015
N.Y. Jets,Dallas,12/19/2015,Craig Wrolstad,8,61,5,36,1,15,2,10,3,2,0,1,0,0,15,2015
Carolina,N.Y. Giants,12/20/2015,Terry McAulay,7,88,2,20,3,53,2,15,2,1,0,1,0,1,15,2015
N.Y. Giants,Carolina,12/20/2015,Terry McAulay,7,47,4,32,1,2,2,13,1,1,0,0,2,1,15,2015
Philadelphia,Arizona,12/20/2015,Tony Corrente,5,38,3,20,1,12,1,6,2,2,0,0,0,0,15,2015
Arizona,Philadelphia,12/20/2015,Tony Corrente,1,10,1,10,0,0,0,0,0,0,0,0,0,0,15,2015
Chicago,Minnesota,12/20/2015,Brad Allen,6,39,3,25,3,14,0,0,4,1,3,0,2,2,15,2015
Minnesota,Chicago,12/20/2015,Brad Allen,4,45,2,15,1,15,1,15,1,1,0,0,0,2,15,2015
Jacksonville,Atlanta,12/20/2015,Bill Vinovich,5,62,1,10,3,42,1,10,0,0,0,0,2,1,15,2015
Atlanta,Jacksonville,12/20/2015,Bill Vinovich,5,43,3,30,1,3,1,10,0,0,0,0,6,1,15,2015
Indianapolis,Houston,12/20/2015,Ed Hochuli,8,94,1,12,5,67,2,15,2,0,2,0,1,0,15,2015
Houston,Indianapolis,12/20/2015,Ed Hochuli,6,48,4,38,1,5,1,5,1,0,1,0,1,0,15,2015
New England,Tennessee,12/20/2015,Walt Coleman,5,35,4,30,1,5,0,0,2,2,0,0,1,0,15,2015
Tennessee,New England,12/20/2015,Walt Coleman,3,29,2,15,1,14,0,0,1,1,0,0,3,0,15,2015
Baltimore,Kansas City,12/20/2015,Jeff Triplette,7,63,4,35,2,20,1,8,3,2,1,0,0,0,15,2015
Kansas City,Baltimore,12/20/2015,Jeff Triplette,6,55,3,25,1,15,2,15,2,2,0,0,1,0,15,2015
Buffalo,Washington,12/20/2015,Clete Blakeman,8,56,3,20,3,21,2,15,3,2,1,0,2,0,15,2015
Washington,Buffalo,12/20/2015,Clete Blakeman,5,6,3,5,2,1,0,0,5,3,2,0,0,0,15,2015
Seattle,Cleveland,12/20/2015,Gene Steratore,5,30,3,20,2,10,0,0,4,2,2,0,2,0,15,2015
Cleveland,Seattle,12/20/2015,Gene Steratore,4,40,1,10,3,30,0,0,1,0,1,0,1,0,15,2015
Oakland,Green Bay,12/20/2015,Walt Anderson,10,95,3,15,5,65,2,15,4,3,1,0,3,0,15,2015
Green Bay,Oakland,12/20/2015,Walt Anderson,6,75,2,20,3,45,1,10,0,0,0,0,1,0,15,2015
Denver,Pittsburgh,12/20/2015,Carl Cheffers,12,127,4,40,6,74,2,13,3,0,2,1,4,1,15,2015
Pittsburgh,Denver,12/20/2015,Carl Cheffers,9,63,5,45,3,15,1,3,3,2,1,0,2,1,15,2015
Miami,San Diego,12/20/2015,John Hussey,9,72,3,15,5,52,1,5,5,3,2,0,2,1,15,2015
San Diego,Miami,12/20/2015,John Hussey,7,48,6,45,1,3,0,0,3,3,0,0,0,1,15,2015
San Francisco,Cincinnati,12/20/2015,Ron Torbert,11,98,7,64,3,24,1,10,3,2,1,0,0,0,15,2015
Cincinnati,San Francisco,12/20/2015,Ron Torbert,6,45,4,35,2,10,0,0,2,1,1,0,2,0,15,2015
New Orleans,Detroit,12/21/2015,Pete Morelli,6,28,5,24,1,4,0,0,3,3,0,0,1,0,15,2015
Detroit,New Orleans,12/21/2015,Pete Morelli,10,92,3,25,6,57,1,10,3,1,2,0,3,0,15,2015
San Diego,Oakland,12/24/2015,Carl Cheffers,9,75,6,50,3,25,0,0,5,3,2,0,0,0,16,2015
Oakland,San Diego,12/24/2015,Carl Cheffers,15,121,11,81,1,15,3,25,7,6,0,1,4,0,16,2015
Washington,Philadelphia,12/26/2015,Walt Coleman,8,70,2,10,4,47,2,13,5,2,2,1,1,1,16,2015
Philadelphia,Washington,12/26/2015,Walt Coleman,8,45,7,40,1,5,0,0,6,5,1,0,2,1,16,2015
Jacksonville,New Orleans,12/27/2015,Ron Torbert,8,55,3,30,4,20,1,5,3,0,2,1,0,0,16,2015
New Orleans,Jacksonville,12/27/2015,Ron Torbert,5,40,4,30,0,0,1,10,2,2,0,0,0,0,16,2015
Miami,Indianapolis,12/27/2015,Gene Steratore,9,50,2,15,7,35,0,0,6,1,5,0,0,0,16,2015
Indianapolis,Miami,12/27/2015,Gene Steratore,6,60,1,5,2,30,3,25,1,1,0,0,0,0,16,2015
N.Y. Jets,New England,12/27/2015,Clete Blakeman,6,39,2,15,2,14,2,10,3,1,1,1,0,0,16,2015
New England,N.Y. Jets,12/27/2015,Clete Blakeman,1,7,0,0,1,7,0,0,0,0,0,0,1,0,16,2015
Tennessee,Houston,12/27/2015,Brad Allen,4,43,2,20,1,18,1,5,1,0,0,1,3,0,16,2015
Houston,Tennessee,12/27/2015,Brad Allen,4,28,3,21,0,0,1,7,1,1,0,0,0,0,16,2015
Kansas City,Cleveland,12/27/2015,Walt Anderson,5,33,3,25,1,5,1,3,2,1,1,0,0,0,16,2015
Cleveland,Kansas City,12/27/2015,Walt Anderson,8,83,3,20,3,50,2,13,3,1,1,1,1,0,16,2015
San Francisco,Detroit,12/27/2015,Bill Vinovich,11,65,1,5,8,40,2,20,8,1,7,0,1,0,16,2015
Detroit,San Francisco,12/27/2015,Bill Vinovich,7,71,3,20,3,36,1,15,2,2,0,0,2,0,16,2015
N.Y. Giants,Minnesota,12/27/2015,Tony Corrente,7,48,4,23,3,25,0,0,5,3,2,0,2,0,16,2015
Minnesota,N.Y. Giants,12/27/2015,Tony Corrente,2,10,1,5,1,5,0,0,1,1,0,0,0,0,16,2015
Carolina,Atlanta,12/27/2015,John Parry,4,40,1,5,3,35,0,0,2,1,1,0,2,0,16,2015
Atlanta,Carolina,12/27/2015,John Parry,3,20,2,10,0,0,1,10,2,2,0,0,4,0,16,2015
Chicago,Tampa Bay,12/27/2015,Pete Morelli,3,25,3,25,0,0,0,0,1,1,0,0,1,0,16,2015
Tampa Bay,Chicago,12/27/2015,Pete Morelli,4,47,1,10,2,27,1,10,0,0,0,0,0,0,16,2015
Buffalo,Dallas,12/27/2015,Jeff Triplette,7,62,6,57,1,5,0,0,3,2,1,0,1,0,16,2015
Dallas,Buffalo,12/27/2015,Jeff Triplette,8,65,6,45,1,15,1,5,3,3,0,0,2,0,16,2015
Arizona,Green Bay,12/27/2015,Terry McAulay,10,119,2,15,8,104,0,0,4,1,3,0,0,0,16,2015
Green Bay,Arizona,12/27/2015,Terry McAulay,7,59,3,25,1,5,3,29,2,1,0,1,3,0,16,2015
Seattle,St. Louis,12/27/2015,John Hussey,10,83,7,53,2,20,1,10,4,3,1,0,0,0,16,2015
St. Louis,Seattle,12/27/2015,John Hussey,5,60,1,10,3,35,1,15,1,0,1,0,1,0,16,2015
Baltimore,Pittsburgh,12/27/2015,Craig Wrolstad,12,121,7,56,5,65,0,0,6,4,2,0,0,0,16,2015
Pittsburgh,Baltimore,12/27/2015,Craig Wrolstad,3,25,3,25,0,0,0,0,2,2,0,0,0,0,16,2015
Cincinnati,Denver,12/28/2015,Ed Hochuli,6,45,2,15,4,30,0,0,2,1,1,0,0,0,16,2015
Denver,Cincinnati,12/28/2015,Ed Hochuli,5,40,2,15,3,25,0,0,2,1,1,0,0,0,16,2015
N.Y. Jets,Buffalo,01/03/2016,Walt Anderson,6,41,2,10,3,21,1,10,2,1,1,0,0,0,17,2015
Buffalo,N.Y. Jets,01/03/2016,Walt Anderson,4,45,2,15,1,15,1,15,1,1,0,0,0,0,17,2015
Miami,New England,01/03/2016,Ed Hochuli,10,93,3,25,6,58,1,10,4,2,2,0,0,1,17,2015
New England,Miami,01/03/2016,Ed Hochuli,7,41,3,25,1,4,3,12,3,1,1,1,1,1,17,2015
Cincinnati,Baltimore,01/03/2016,Carl Cheffers,11,72,7,50,2,13,2,9,6,4,0,2,1,0,17,2015
Baltimore,Cincinnati,01/03/2016,Carl Cheffers,4,38,2,10,1,23,1,5,2,2,0,0,4,0,17,2015
Pittsburgh,Cleveland,01/03/2016,Pete Morelli,9,45,2,10,6,30,1,5,4,2,1,1,0,0,17,2015
Cleveland,Pittsburgh,01/03/2016,Pete Morelli,8,47,5,25,1,5,2,17,5,4,1,0,3,0,17,2015
Jacksonville,Houston,01/03/2016,Terry McAulay,7,53,3,25,3,18,1,10,3,1,2,0,2,0,17,2015
Houston,Jacksonville,01/03/2016,Terry McAulay,9,55,7,40,1,5,1,10,7,6,1,0,0,0,17,2015
Tennessee,Indianapolis,01/03/2016,Clete Blakeman,6,60,2,25,2,10,2,25,1,0,1,0,0,0,17,2015
Indianapolis,Tennessee,01/03/2016,Clete Blakeman,6,71,1,5,2,30,3,36,1,1,0,0,1,0,17,2015
Oakland,Kansas City,01/03/2016,Tony Corrente,7,59,2,10,5,49,0,0,4,2,2,0,0,0,17,2015
Kansas City,Oakland,01/03/2016,Tony Corrente,5,55,1,5,3,40,1,10,1,1,0,0,1,0,17,2015
Dallas,Washington,01/03/2016,John Parry,4,44,2,25,0,0,2,19,0,0,0,0,1,0,17,2015
Washington,Dallas,01/03/2016,John Parry,3,20,3,20,0,0,0,0,1,1,0,0,2,0,17,2015
Philadelphia,N.Y. Giants,01/03/2016,Gene Steratore,3,11,1,1,2,10,0,0,1,0,1,0,0,1,17,2015
N.Y. Giants,Philadelphia,01/03/2016,Gene Steratore,2,10,1,5,1,5,0,0,2,1,1,0,0,1,17,2015
Chicago,Detroit,01/03/2016,John Hussey,1,15,0,0,0,0,1,15,0,0,0,0,1,0,17,2015
Detroit,Chicago,01/03/2016,John Hussey,4,21,2,12,1,5,1,4,2,1,1,0,0,0,17,2015
Minnesota,Green Bay,01/03/2016,Bill Vinovich,5,37,1,5,3,22,1,10,3,1,2,0,0,0,17,2015
Green Bay,Minnesota,01/03/2016,Bill Vinovich,7,54,2,20,3,19,2,15,2,0,1,1,1,0,17,2015
Atlanta,New Orleans,01/03/2016,Craig Wrolstad,4,32,2,25,2,7,0,0,0,0,0,0,0,0,17,2015
New Orleans,Atlanta,01/03/2016,Craig Wrolstad,4,45,1,10,3,35,0,0,1,0,1,0,2,0,17,2015
Tampa Bay,Carolina,01/03/2016,Jerome Boger,5,65,3,40,2,25,0,0,1,0,1,0,2,0,17,2015
Carolina,Tampa Bay,01/03/2016,Jerome Boger,7,33,3,13,2,10,2,10,5,2,1,2,0,0,17,2015
San Diego,Denver,01/03/2016,Ron Torbert,7,45,4,30,2,10,1,5,5,2,2,1,2,0,17,2015
Denver,San Diego,01/03/2016,Ron Torbert,6,35,2,15,4,20,0,0,3,1,2,0,0,0,17,2015
Seattle,Arizona,01/03/2016,Brad Allen,6,70,2,15,3,45,1,10,1,1,0,0,0,0,17,2015
Arizona,Seattle,01/03/2016,Brad Allen,6,43,2,10,2,10,2,23,3,2,1,0,0,0,17,2015
St. Louis,San Francisco,01/03/2016,Walt Coleman,11,105,2,15,5,45,4,45,4,1,2,1,2,1,17,2015
San Francisco,St. Louis,01/03/2016,Walt Coleman,7,60,3,20,2,20,2,20,4,2,1,1,0,1,17,2015
Kansas City,Houston,01/09/2016,Ron Torbert,5,52,1,10,2,22,2,20,0,0,0,0,2,0,wildcard-weekend,2015
Houston,Kansas City,01/09/2016,Ron Torbert,4,29,1,10,3,19,0,0,1,0,1,0,0,0,wildcard-weekend,2015
Cincinnati,Pittsburgh,01/09/2016,John Parry,8,79,2,10,5,63,1,6,2,2,0,0,1,0,wildcard-weekend,2015
Pittsburgh,Cincinnati,01/09/2016,John Parry,10,142,4,45,5,82,1,15,2,1,1,0,0,0,wildcard-weekend,2015
Seattle,Minnesota,01/10/2016,Walt Coleman,6,65,1,5,4,45,1,15,2,1,1,0,2,0,wildcard-weekend,2015
Minnesota,Seattle,01/10/2016,Walt Coleman,2,46,0,0,2,46,0,0,0,0,0,0,0,0,wildcard-weekend,2015
Green Bay,Washington,01/10/2016,Gene Steratore,3,23,1,4,1,10,1,9,1,1,0,0,0,0,wildcard-weekend,2015
Washington,Green Bay,01/10/2016,Gene Steratore,7,55,2,10,4,35,1,10,5,2,3,0,2,0,wildcard-weekend,2015
Kansas City,New England,01/16/2016,Craig Wrolstad,5,40,3,20,1,15,1,5,3,2,0,1,1,0,divisional-playoffs,2015
New England,Kansas City,01/16/2016,Craig Wrolstad,6,24,1,5,3,12,2,7,1,1,0,0,0,0,divisional-playoffs,2015
Green Bay,Arizona,01/16/2016,Clete Blakeman,8,55,4,20,3,25,1,10,4,3,1,0,0,1,divisional-playoffs,2015
Arizona,Green Bay,01/16/2016,Clete Blakeman,3,26,2,20,1,6,0,0,1,1,0,0,1,2,divisional-playoffs,2015
Carolina,Seattle,01/17/2016,Tony Corrente,3,25,1,5,0,0,2,20,2,1,0,1,0,0,divisional-playoffs,2015
Seattle,Carolina,01/17/2016,Tony Corrente,3,20,3,20,0,0,0,0,2,2,0,0,1,0,divisional-playoffs,2015
Pittsburgh,Denver,01/17/2016,Terry McAulay,5,38,2,19,2,14,1,5,3,1,1,1,0,0,divisional-playoffs,2015
Denver,Pittsburgh,01/17/2016,Terry McAulay,4,49,1,10,2,34,1,5,1,0,0,1,1,0,divisional-playoffs,2015
Denver,New England,01/24/2016,Ed Hochuli,7,51,2,10,4,26,1,15,2,2,0,0,1,0,conference-championship,2015
New England,Denver,01/24/2016,Ed Hochuli,7,53,4,30,1,14,2,9,4,3,0,1,0,0,conference-championship,2015
Carolina,Arizona,01/24/2016,Bill Vinovich,5,45,1,5,3,25,1,15,2,1,1,0,0,0,conference-championship,2015
Arizona,Carolina,01/24/2016,Bill Vinovich,8,51,2,20,4,16,2,15,5,1,3,1,0,0,conference-championship,2015
Carolina,Denver,02/07/2016,Clete Blakeman,12,102,7,55,3,22,2,25,6,5,1,0,1,0,super-bowl,2015
Denver,Carolina,02/07/2016,Clete Blakeman,6,51,1,10,3,31,2,10,1,0,0,1,0,0,super-bowl,2015
Carolina,Denver,09/08/2016,Gene Steratore,8,85,5,55,1,15,2,15,3,2,0,1,1,1,1,2016
Denver,Carolina,09/08/2016,Gene Steratore,4,22,0,0,3,12,1,10,2,0,2,0,2,1,1,2016
Atlanta,Tampa Bay,09/11/2016,Jeff Triplette,7,74,4,29,3,45,0,0,4,3,1,0,3,0,1,2016
Tampa Bay,Atlanta,09/11/2016,Jeff Triplette,6,48,3,19,1,15,2,14,1,1,0,0,1,0,1,2016
Baltimore,Buffalo,09/11/2016,Brad Allen,6,35,5,30,1,5,0,0,4,4,0,0,0,0,1,2016
Buffalo,Baltimore,09/11/2016,Brad Allen,8,89,2,15,2,30,4,44,2,1,0,1,2,0,1,2016
Chicago,Houston,09/11/2016,Pete Morelli,4,30,2,15,1,5,1,10,2,1,1,0,2,0,1,2016
Houston,Chicago,09/11/2016,Pete Morelli,6,69,4,34,1,20,1,15,1,1,0,0,1,0,1,2016
Jacksonville,Green Bay,09/11/2016,Carl Cheffers,9,79,3,20,5,49,1,10,5,2,3,0,1,1,1,2016
Green Bay,Jacksonville,09/11/2016,Carl Cheffers,5,24,2,10,3,14,0,0,3,2,1,0,0,1,1,2016
Kansas City,San Diego,09/11/2016,Jerome Boger,6,46,2,10,3,26,1,10,2,2,0,0,0,2,1,2016
San Diego,Kansas City,09/11/2016,Jerome Boger,5,30,1,10,2,10,2,10,2,0,1,1,3,2,1,2016
Oakland,New Orleans,09/11/2016,John Parry,14,141,6,55,5,57,3,29,3,2,1,0,2,0,1,2016
New Orleans,Oakland,09/11/2016,John Parry,7,53,2,18,3,20,2,15,2,1,0,1,0,0,1,2016
Cincinnati,N.Y. Jets,09/11/2016,Clete Blakeman,5,44,2,10,3,34,0,0,2,2,0,0,1,0,1,2016
N.Y. Jets,Cincinnati,09/11/2016,Clete Blakeman,7,95,3,35,2,40,2,20,0,0,0,0,1,0,1,2016
Cleveland,Philadelphia,09/11/2016,Walt Anderson,4,15,1,5,3,10,0,0,3,1,2,0,1,0,1,2016
Philadelphia,Cleveland,09/11/2016,Walt Anderson,7,46,5,35,2,11,0,0,4,3,1,0,0,0,1,2016
Tennessee,Minnesota,09/11/2016,Walt Coleman,2,10,2,10,0,0,0,0,2,2,0,0,1,0,1,2016
Minnesota,Tennessee,09/11/2016,Walt Coleman,3,39,2,24,1,15,0,0,0,0,0,0,2,0,1,2016
Miami,Seattle,09/11/2016,John Hussey,4,40,1,5,1,15,2,20,1,1,0,0,1,0,1,2016
Seattle,Miami,09/11/2016,John Hussey,8,69,5,36,1,15,2,18,2,2,0,0,0,0,1,2016
Dallas,N.Y. Giants,09/11/2016,Ron Torbert,6,50,3,25,1,5,2,20,1,1,0,0,1,0,1,2016
N.Y. Giants,Dallas,09/11/2016,Ron Torbert,4,40,3,25,1,15,0,0,1,1,0,0,2,0,1,2016
Indianapolis,Detroit,09/11/2016,Ed Hochuli,5,45,1,10,1,15,3,20,1,0,0,1,2,0,1,2016
Detroit,Indianapolis,09/11/2016,Ed Hochuli,8,70,3,24,3,21,2,25,2,1,1,0,0,0,1,2016
Arizona,New England,09/11/2016,Tony Corrente,6,58,1,10,3,35,2,13,2,0,1,1,1,1,1,2016
New England,Arizona,09/11/2016,Tony Corrente,8,69,6,49,1,5,1,15,2,2,0,0,2,1,1,2016
Washington,Pittsburgh,09/12/2016,Craig Wrolstad,9,55,8,50,0,0,1,5,7,6,0,1,0,0,1,2016
Pittsburgh,Washington,09/12/2016,Craig Wrolstad,4,81,2,25,2,56,0,0,0,0,0,0,1,0,1,2016
LA Rams,San Francisco,09/12/2016,Bill Vinovich,10,102,2,25,7,67,1,10,0,0,0,0,0,0,1,2016
San Francisco,LA Rams,09/12/2016,Bill Vinovich,2,10,2,10,0,0,0,0,2,2,0,0,0,0,1,2016
N.Y. Jets,Buffalo,09/15/2016,Ed Hochuli,7,50,3,20,3,25,1,5,4,2,1,1,1,0,2,2016
Buffalo,N.Y. Jets,09/15/2016,Ed Hochuli,6,59,2,20,4,39,0,0,1,0,1,0,0,0,2,2016
Carolina,San Francisco,09/18/2016,John Parry,8,50,5,35,0,0,3,15,2,1,0,1,3,0,2,2016
San Francisco,Carolina,09/18/2016,John Parry,6,50,2,20,4,30,0,0,1,0,1,0,1,0,2,2016
Cleveland,Baltimore,09/18/2016,John Hussey,8,59,5,35,2,14,1,10,1,1,0,0,0,1,2,2016
Baltimore,Cleveland,09/18/2016,John Hussey,4,29,3,24,1,5,0,0,3,2,1,0,0,1,2,2016
Tennessee,Detroit,09/18/2016,Brad Allen,12,83,2,25,6,34,4,24,1,0,1,0,1,0,2,2016
Detroit,Tennessee,09/18/2016,Brad Allen,17,138,9,90,6,33,2,15,5,1,3,1,1,0,2,2016
Kansas City,Houston,09/18/2016,Tony Corrente,9,77,6,42,1,15,2,20,3,3,0,0,1,0,2,2016
Houston,Kansas City,09/18/2016,Tony Corrente,5,44,3,27,2,17,0,0,1,0,1,0,2,0,2,2016
New England,Miami,09/18/2016,Craig Wrolstad,7,65,3,30,3,30,1,5,2,0,1,1,0,0,2,2016
Miami,New England,09/18/2016,Craig Wrolstad,5,49,1,10,3,29,1,10,0,0,0,0,0,0,2,2016
New Orleans,N.Y. Giants,09/18/2016,Gene Steratore,7,76,4,30,2,36,1,10,2,2,0,0,2,1,2,2016
N.Y. Giants,New Orleans,09/18/2016,Gene Steratore,3,25,2,20,1,5,0,0,1,0,1,0,0,1,2,2016
Cincinnati,Pittsburgh,09/18/2016,Pete Morelli,5,31,2,15,1,5,2,11,2,1,1,0,3,0,2,2016
Pittsburgh,Cincinnati,09/18/2016,Pete Morelli,5,54,1,5,3,44,1,5,2,1,0,1,0,0,2,2016
Washington,Dallas,09/18/2016,Bill Vinovich,8,51,3,15,5,36,0,0,5,3,2,0,1,0,2,2016
Dallas,Washington,09/18/2016,Bill Vinovich,6,39,2,15,3,19,1,5,2,1,1,0,1,0,2,2016
Tampa Bay,Arizona,09/18/2016,Ron Torbert,5,39,3,25,1,4,1,10,2,1,1,0,2,0,2,2016
Arizona,Tampa Bay,09/18/2016,Ron Torbert,3,30,1,10,2,20,0,0,0,0,0,0,1,0,2,2016
Seattle,LA Rams,09/18/2016,Jerome Boger,10,114,6,45,4,69,0,0,3,3,0,0,2,1,2,2016
LA Rams,Seattle,09/18/2016,Jerome Boger,9,78,3,20,4,43,2,15,4,2,1,1,1,1,2,2016
